agency_cd,site_no,datetime,293221_00060_00003,293221_00060_00003_cd
USGS,1589000,10/21/2018,423,A
USGS,1589000,10/22/2018,372,A
USGS,1589000,10/23/2018,375,A
USGS,1589000,10/24/2018,371,A
USGS,1589000,10/25/2018,357,A
USGS,1589000,10/26/2018,365,A
USGS,1589000,10/27/2018,733,A
USGS,1589000,10/28/2018,628,A
USGS,1589000,10/29/2018,501,A
USGS,1589000,10/30/2018,433,A
USGS,1589000,10/31/2018,401,A
USGS,1589000,11/1/2018,387,A
USGS,1589000,11/2/2018,468,A
USGS,1589000,11/3/2018,1150,A
USGS,1589000,11/4/2018,654,A
USGS,1589000,11/5/2018,987,A
USGS,1589000,11/6/2018,1500,A
USGS,1589000,11/7/2018,1250,A
USGS,1589000,11/8/2018,851,A
USGS,1589000,11/9/2018,799,A
USGS,1589000,11/10/2018,1080,A
USGS,1589000,11/11/2018,747,A
USGS,1589000,11/12/2018,641,A
USGS,1589000,11/13/2018,1420,A
USGS,1589000,11/14/2018,990,A
USGS,1589000,11/15/2018,917,A
USGS,1589000,11/16/2018,1800,A
USGS,1589000,11/17/2018,1340,A
USGS,1589000,11/18/2018,1060,A
USGS,1589000,11/19/2018,898,A
USGS,1589000,11/20/2018,816,A
USGS,1589000,11/21/2018,717,A
USGS,1589000,11/22/2018,659,A
USGS,1589000,11/23/2018,595,A
USGS,1589000,11/24/2018,1520,A
USGS,1589000,11/25/2018,2970,A
USGS,1589000,11/26/2018,1530,A
USGS,1589000,11/27/2018,1180,A
USGS,1589000,11/28/2018,906,A
USGS,1589000,11/29/2018,748,A
USGS,1589000,11/30/2018,695,A
USGS,1589000,12/1/2018,687,A
USGS,1589000,12/2/2018,817,A
USGS,1589000,12/3/2018,747,A
USGS,1589000,12/4/2018,659,A
USGS,1589000,12/5/2018,604,A
USGS,1589000,12/6/2018,567,A
USGS,1589000,12/7/2018,540,A
USGS,1589000,12/8/2018,505,A
USGS,1589000,12/9/2018,493,A
USGS,1589000,12/10/2018,477,A
USGS,1589000,12/11/2018,458,A
USGS,1589000,12/12/2018,461,A
USGS,1589000,12/13/2018,460,A
USGS,1589000,12/14/2018,455,A
USGS,1589000,12/15/2018,1280,A
USGS,1589000,12/16/2018,4980,A
USGS,1589000,12/17/2018,1950,A
USGS,1589000,12/18/2018,1230,A
USGS,1589000,12/19/2018,941,A
USGS,1589000,12/20/2018,885,A
USGS,1589000,12/21/2018,1700,A
USGS,1589000,12/22/2018,1640,A
USGS,1589000,12/23/2018,1100,A
USGS,1589000,12/24/2018,939,A
USGS,1589000,12/25/2018,829,A
USGS,1589000,12/26/2018,756,A
USGS,1589000,12/27/2018,715,A
USGS,1589000,12/28/2018,1560,A
USGS,1589000,12/29/2018,1390,A
USGS,1589000,12/30/2018,986,A
USGS,1589000,12/31/2018,1040,A
USGS,1589000,1/1/2019,1450,A
USGS,1589000,1/2/2019,1050,A
USGS,1589000,1/3/2019,917,A
USGS,1589000,1/4/2019,826,A
USGS,1589000,1/5/2019,829,A
USGS,1589000,1/6/2019,766,A
USGS,1589000,1/7/2019,684,A
USGS,1589000,1/8/2019,688,A
USGS,1589000,1/9/2019,748,A
USGS,1589000,1/10/2019,674,A
USGS,1589000,1/11/2019,589,A
USGS,1589000,1/12/2019,544,A
USGS,1589000,1/13/2019,591,A
USGS,1589000,1/14/2019,585,A
USGS,1589000,1/15/2019,549,A
USGS,1589000,1/16/2019,523,A
USGS,1589000,1/17/2019,522,A
USGS,1589000,1/18/2019,540,A
USGS,1589000,1/19/2019,586,A
USGS,1589000,1/20/2019,2340,A
USGS,1589000,1/21/2019,1260,A
USGS,1589000,1/22/2019,818,A
USGS,1589000,1/23/2019,702,A
USGS,1589000,1/24/2019,1720,A
USGS,1589000,1/25/2019,1620,A
USGS,1589000,1/26/2019,1070,A
USGS,1589000,1/27/2019,864,A
USGS,1589000,1/28/2019,767,A
USGS,1589000,1/29/2019,698,A
USGS,1589000,1/30/2019,677,A
USGS,1589000,1/31/2019,567,A
USGS,1589000,2/1/2019,546,A
USGS,1589000,2/2/2019,543,A
USGS,1589000,2/3/2019,548,A
USGS,1589000,2/4/2019,568,A
USGS,1589000,2/5/2019,576,A
USGS,1589000,2/6/2019,571,A
USGS,1589000,2/7/2019,619,A
USGS,1589000,2/8/2019,584,A
USGS,1589000,2/9/2019,526,A
USGS,1589000,2/10/2019,471,A
USGS,1589000,2/11/2019,555,A
USGS,1589000,2/12/2019,983,A
USGS,1589000,2/13/2019,1250,A
USGS,1589000,2/14/2019,918,A
USGS,1589000,2/15/2019,801,A
USGS,1589000,2/16/2019,761,A
USGS,1589000,2/17/2019,645,A
USGS,1589000,2/18/2019,742,A
USGS,1589000,2/19/2019,626,A
USGS,1589000,2/20/2019,593,A
USGS,1589000,2/21/2019,749,A
USGS,1589000,2/22/2019,790,A
USGS,1589000,2/23/2019,676,A
USGS,1589000,2/24/2019,1030,A
USGS,1589000,2/25/2019,899,A
USGS,1589000,2/26/2019,706,A
USGS,1589000,2/27/2019,634,A
USGS,1589000,2/28/2019,611,A
USGS,1589000,3/1/2019,603,A
USGS,1589000,3/2/2019,887,A
USGS,1589000,3/3/2019,837,A
USGS,1589000,3/4/2019,1050,A
USGS,1589000,3/5/2019,798,A
USGS,1589000,3/6/2019,692,A
USGS,1589000,3/7/2019,611,A
USGS,1589000,3/8/2019,583,A
USGS,1589000,3/9/2019,588,A
USGS,1589000,3/10/2019,957,A
USGS,1589000,3/11/2019,829,A
USGS,1589000,3/12/2019,689,A
USGS,1589000,3/13/2019,609,A
USGS,1589000,3/14/2019,576,A
USGS,1589000,3/15/2019,577,A
USGS,1589000,3/16/2019,583,A
USGS,1589000,3/17/2019,519,A
USGS,1589000,3/18/2019,497,A
USGS,1589000,3/19/2019,478,A
USGS,1589000,3/20/2019,463,A
USGS,1589000,3/21/2019,1710,A
USGS,1589000,3/22/2019,3470,A
USGS,1589000,3/23/2019,1570,A
USGS,1589000,3/24/2019,1030,A
USGS,1589000,3/25/2019,863,A
USGS,1589000,3/26/2019,776,A
USGS,1589000,3/27/2019,665,A
USGS,1589000,3/28/2019,620,A
USGS,1589000,3/29/2019,591,A
USGS,1589000,3/30/2019,578,A
USGS,1589000,3/31/2019,579,A
USGS,1589000,4/1/2019,527,A
USGS,1589000,4/2/2019,488,A
USGS,1589000,4/3/2019,493,A
USGS,1589000,4/4/2019,469,A
USGS,1589000,4/5/2019,466,A
USGS,1589000,4/6/2019,474,A
USGS,1589000,4/7/2019,463,A
USGS,1589000,4/8/2019,455,A
USGS,1589000,4/9/2019,462,A
USGS,1589000,4/10/2019,428,A
USGS,1589000,4/11/2019,399,A
USGS,1589000,4/12/2019,403,A
USGS,1589000,4/13/2019,842,A
USGS,1589000,4/14/2019,663,A
USGS,1589000,4/15/2019,690,A
USGS,1589000,4/16/2019,525,A
USGS,1589000,4/17/2019,462,A
USGS,1589000,4/18/2019,426,A
USGS,1589000,4/19/2019,440,A
USGS,1589000,4/20/2019,578,A
USGS,1589000,4/21/2019,476,A
USGS,1589000,4/22/2019,434,A
USGS,1589000,4/23/2019,389,A
USGS,1589000,4/24/2019,369,A
USGS,1589000,4/25/2019,343,A
USGS,1589000,4/26/2019,479,A
USGS,1589000,4/27/2019,532,A
USGS,1589000,4/28/2019,432,A
USGS,1589000,4/29/2019,370,A
USGS,1589000,4/30/2019,345,A
USGS,1589000,5/1/2019,337,A
USGS,1589000,5/2/2019,331,A
USGS,1589000,5/3/2019,320,A
USGS,1589000,5/4/2019,451,A
USGS,1589000,5/5/2019,1200,A
USGS,1589000,5/6/2019,1450,A
USGS,1589000,5/7/2019,852,A
USGS,1589000,5/8/2019,631,A
USGS,1589000,5/9/2019,518,A
USGS,1589000,5/10/2019,653,A
USGS,1589000,5/11/2019,1420,A
USGS,1589000,5/12/2019,1280,A
USGS,1589000,5/13/2019,1490,A
USGS,1589000,5/14/2019,1250,A
USGS,1589000,5/15/2019,883,A
USGS,1589000,5/16/2019,712,A
USGS,1589000,5/17/2019,608,A
USGS,1589000,5/18/2019,543,A
USGS,1589000,5/19/2019,593,A
USGS,1589000,5/20/2019,473,A
USGS,1589000,5/21/2019,427,A
USGS,1589000,5/22/2019,384,A
USGS,1589000,5/23/2019,367,A
USGS,1589000,5/24/2019,380,A
USGS,1589000,5/25/2019,342,A
USGS,1589000,5/26/2019,426,A
USGS,1589000,5/27/2019,555,A
USGS,1589000,5/28/2019,485,A
USGS,1589000,5/29/2019,459,A
USGS,1589000,5/30/2019,521,A
USGS,1589000,5/31/2019,519,A
USGS,1589000,6/1/2019,400,A
USGS,1589000,6/2/2019,344,A
USGS,1589000,6/3/2019,316,A
USGS,1589000,6/4/2019,272,A
USGS,1589000,6/5/2019,259,A
USGS,1589000,6/6/2019,267,A
USGS,1589000,6/7/2019,256,A
USGS,1589000,6/8/2019,241,A
USGS,1589000,6/9/2019,230,A
USGS,1589000,6/10/2019,249,A
USGS,1589000,6/11/2019,270,A
USGS,1589000,6/12/2019,226,A
USGS,1589000,6/13/2019,380,A
USGS,1589000,6/14/2019,509,A
USGS,1589000,6/15/2019,336,A
USGS,1589000,6/16/2019,288,A
USGS,1589000,6/17/2019,276,A
USGS,1589000,6/18/2019,261,A
USGS,1589000,6/19/2019,248,A
USGS,1589000,6/20/2019,306,A
USGS,1589000,6/21/2019,260,A
USGS,1589000,6/22/2019,213,A
USGS,1589000,6/23/2019,189,A
USGS,1589000,6/24/2019,177,A
USGS,1589000,6/25/2019,235,A
USGS,1589000,6/26/2019,205,A
USGS,1589000,6/27/2019,180,A
USGS,1589000,6/28/2019,160,A
USGS,1589000,6/29/2019,146,A
USGS,1589000,6/30/2019,158,A
USGS,1589000,7/1/2019,137,A
USGS,1589000,7/2/2019,122,A
USGS,1589000,7/3/2019,157,A
USGS,1589000,7/4/2019,238,A
USGS,1589000,7/5/2019,249,A
USGS,1589000,7/6/2019,284,A
USGS,1589000,7/7/2019,386,A
USGS,1589000,7/8/2019,1860,A
USGS,1589000,7/9/2019,1160,A
USGS,1589000,7/10/2019,585,A
USGS,1589000,7/11/2019,549,A
USGS,1589000,7/12/2019,574,A
USGS,1589000,7/13/2019,379,A
USGS,1589000,7/14/2019,286,A
USGS,1589000,7/15/2019,227,A
USGS,1589000,7/16/2019,191,A
USGS,1589000,7/17/2019,227,A
USGS,1589000,7/18/2019,319,A
USGS,1589000,7/19/2019,251,A
USGS,1589000,7/20/2019,205,A
USGS,1589000,7/21/2019,168,A
USGS,1589000,7/22/2019,240,A
USGS,1589000,7/23/2019,624,A
USGS,1589000,7/24/2019,446,A
USGS,1589000,7/25/2019,310,A
USGS,1589000,7/26/2019,230,A
USGS,1589000,7/27/2019,184,A
USGS,1589000,7/28/2019,157,A
USGS,1589000,7/29/2019,138,A
USGS,1589000,7/30/2019,118,A
USGS,1589000,7/31/2019,109,A
USGS,1589000,8/1/2019,105,A
USGS,1589000,8/2/2019,97,A
USGS,1589000,8/3/2019,91.6,A
USGS,1589000,8/4/2019,186,A
USGS,1589000,8/5/2019,110,A
USGS,1589000,8/6/2019,94.5,A
USGS,1589000,8/7/2019,124,A
USGS,1589000,8/8/2019,195,A
USGS,1589000,8/9/2019,123,A
USGS,1589000,8/10/2019,101,A
USGS,1589000,8/11/2019,86.8,A
USGS,1589000,8/12/2019,79.2,A
USGS,1589000,8/13/2019,79.2,A
USGS,1589000,8/14/2019,175,A
USGS,1589000,8/15/2019,124,A
USGS,1589000,8/16/2019,104,A
USGS,1589000,8/17/2019,96.9,A
USGS,1589000,8/18/2019,85.6,A
USGS,1589000,8/19/2019,124,A
USGS,1589000,8/20/2019,89.3,A
USGS,1589000,8/21/2019,92.3,A
USGS,1589000,8/22/2019,90.4,A
USGS,1589000,8/23/2019,202,A
USGS,1589000,8/24/2019,185,A
USGS,1589000,8/25/2019,129,A
USGS,1589000,8/26/2019,98.9,A
USGS,1589000,8/27/2019,83.6,A
USGS,1589000,8/28/2019,79.9,A
USGS,1589000,8/29/2019,104,A
USGS,1589000,8/30/2019,80.7,A
USGS,1589000,8/31/2019,69.6,A
USGS,1589000,9/1/2019,66.2,A
USGS,1589000,9/2/2019,64.4,A
USGS,1589000,9/3/2019,64.2,A
USGS,1589000,9/4/2019,62.6,A
USGS,1589000,9/5/2019,60.7,A
USGS,1589000,9/6/2019,59.4,A
USGS,1589000,9/7/2019,59.8,A
USGS,1589000,9/8/2019,58.1,A
USGS,1589000,9/9/2019,56.3,A
USGS,1589000,9/10/2019,55.4,A
USGS,1589000,9/11/2019,55.3,A
USGS,1589000,9/12/2019,56.5,A
USGS,1589000,9/13/2019,59.9,A:e
USGS,1589000,9/14/2019,57.6,A:e
USGS,1589000,9/15/2019,57.1,A:e
USGS,1589000,9/16/2019,54.8,A:e
USGS,1589000,9/17/2019,52.5,A:e
USGS,1589000,9/18/2019,50.4,A:e
USGS,1589000,9/19/2019,48.6,A:e
USGS,1589000,9/20/2019,47.7,A:e
USGS,1589000,9/21/2019,47.4,A:e
USGS,1589000,9/22/2019,46.9,A:e
USGS,1589000,9/23/2019,45.8,A:e
USGS,1589000,9/24/2019,44.7,A:e
USGS,1589000,9/25/2019,43.3,A:e
USGS,1589000,9/26/2019,43.3,A:e
USGS,1589000,9/27/2019,44,A:e
USGS,1589000,9/28/2019,43.4,A:e
USGS,1589000,9/29/2019,44.2,A:e
USGS,1589000,9/30/2019,43.8,A:e
USGS,1589000,10/1/2019,47.5,A:e
USGS,1589000,10/2/2019,45.4,A:e
USGS,1589000,10/3/2019,42.9,A:e
USGS,1589000,10/4/2019,44.1,A:e
USGS,1589000,10/5/2019,41.3,A:e
USGS,1589000,10/6/2019,40.7,A:e
USGS,1589000,10/7/2019,43.5,A:e
USGS,1589000,10/8/2019,44.4,A:e
USGS,1589000,10/9/2019,43.8,A:e
USGS,1589000,10/10/2019,41.4,A:e
USGS,1589000,10/11/2019,39.4,A:e
USGS,1589000,10/12/2019,38.7,A:e
USGS,1589000,10/13/2019,38.6,A:e
USGS,1589000,10/14/2019,38,A:e
USGS,1589000,10/15/2019,36.5,A:e
USGS,1589000,10/16/2019,114,A:e
USGS,1589000,10/17/2019,115,A
USGS,1589000,10/18/2019,55.6,A
USGS,1589000,10/19/2019,50.7,A
USGS,1589000,10/20/2019,96,A
USGS,1589000,10/21/2019,78.9,A
USGS,1589000,10/22/2019,80.7,A
USGS,1589000,10/23/2019,110,A
USGS,1589000,10/24/2019,65.2,A
USGS,1589000,10/25/2019,59.3,A
USGS,1589000,10/26/2019,58.2,A
USGS,1589000,10/27/2019,329,A
USGS,1589000,10/28/2019,152,A
USGS,1589000,10/29/2019,87.9,A
USGS,1589000,10/30/2019,75.3,A
USGS,1589000,10/31/2019,316,A
USGS,1589000,11/1/2019,2430,A
USGS,1589000,11/2/2019,656,A
USGS,1589000,11/3/2019,401,A
USGS,1589000,11/4/2019,280,A
USGS,1589000,11/5/2019,213,A
USGS,1589000,11/6/2019,175,A
USGS,1589000,11/7/2019,146,A
USGS,1589000,11/8/2019,157,A
USGS,1589000,11/9/2019,118,A
USGS,1589000,11/10/2019,108,A
USGS,1589000,11/11/2019,107,A
USGS,1589000,11/12/2019,116,A
USGS,1589000,11/13/2019,105,A
USGS,1589000,11/14/2019,85.4,A
USGS,1589000,11/15/2019,86.3,A
USGS,1589000,11/16/2019,86.5,A
USGS,1589000,11/17/2019,82.9,A
USGS,1589000,11/18/2019,81.8,A
USGS,1589000,11/19/2019,79.8,A
USGS,1589000,11/20/2019,79.4,A
USGS,1589000,11/21/2019,81,A
USGS,1589000,11/22/2019,75.3,A
USGS,1589000,11/23/2019,78.6,A
USGS,1589000,11/24/2019,288,A
USGS,1589000,11/25/2019,213,A
USGS,1589000,11/26/2019,170,A
USGS,1589000,11/27/2019,146,A
USGS,1589000,11/28/2019,162,A
USGS,1589000,11/29/2019,117,A
USGS,1589000,11/30/2019,101,A
USGS,1589000,12/1/2019,146,A
USGS,1589000,12/2/2019,290,A
USGS,1589000,12/3/2019,238,A
USGS,1589000,12/4/2019,183,A
USGS,1589000,12/5/2019,174,A
USGS,1589000,12/6/2019,139,A
USGS,1589000,12/7/2019,133,A
USGS,1589000,12/8/2019,114,A
USGS,1589000,12/9/2019,178,A
USGS,1589000,12/10/2019,342,A
USGS,1589000,12/11/2019,348,A
USGS,1589000,12/12/2019,270,A
USGS,1589000,12/13/2019,243,A
USGS,1589000,12/14/2019,354,A
USGS,1589000,12/15/2019,396,A
USGS,1589000,12/16/2019,350,A
USGS,1589000,12/17/2019,743,A
USGS,1589000,12/18/2019,606,A
USGS,1589000,12/19/2019,426,A
USGS,1589000,12/20/2019,280,A
USGS,1589000,12/21/2019,240,A
USGS,1589000,12/22/2019,215,A
USGS,1589000,12/23/2019,196,A
USGS,1589000,12/24/2019,184,A
USGS,1589000,12/25/2019,168,A
USGS,1589000,12/26/2019,161,A
USGS,1589000,12/27/2019,158,A
USGS,1589000,12/28/2019,160,A
USGS,1589000,12/29/2019,179,A
USGS,1589000,12/30/2019,395,A
USGS,1589000,12/31/2019,320,A
USGS,1589000,1/1/2020,259,A
USGS,1589000,1/2/2020,222,A
USGS,1589000,1/3/2020,225,A
USGS,1589000,1/4/2020,254,A
USGS,1589000,1/5/2020,257,A
USGS,1589000,1/6/2020,208,A
USGS,1589000,1/7/2020,198,A
USGS,1589000,1/8/2020,225,A
USGS,1589000,1/9/2020,201,A
USGS,1589000,1/10/2020,186,A
USGS,1589000,1/11/2020,193,A
USGS,1589000,1/12/2020,298,A
USGS,1589000,1/13/2020,273,A
USGS,1589000,1/14/2020,237,A
USGS,1589000,1/15/2020,225,A
USGS,1589000,1/16/2020,223,A
USGS,1589000,1/17/2020,200,A
USGS,1589000,1/18/2020,165,A
USGS,1589000,1/19/2020,248,A
USGS,1589000,1/20/2020,225,A
USGS,1589000,1/21/2020,179,A
USGS,1589000,1/22/2020,164,A
USGS,1589000,1/23/2020,161,A
USGS,1589000,1/24/2020,164,A
USGS,1589000,1/25/2020,941,A
USGS,1589000,1/26/2020,697,A
USGS,1589000,1/27/2020,489,A
USGS,1589000,1/28/2020,379,A
USGS,1589000,1/29/2020,314,A
USGS,1589000,1/30/2020,269,A
USGS,1589000,1/31/2020,251,A
USGS,1589000,2/1/2020,240,A
USGS,1589000,2/2/2020,255,A
USGS,1589000,2/3/2020,235,A
USGS,1589000,2/4/2020,221,A
USGS,1589000,2/5/2020,223,A
USGS,1589000,2/6/2020,398,A
USGS,1589000,2/7/2020,741,A
USGS,1589000,2/8/2020,557,A
USGS,1589000,2/9/2020,428,A
USGS,1589000,2/10/2020,372,A
USGS,1589000,2/11/2020,493,A
USGS,1589000,2/12/2020,454,A
USGS,1589000,2/13/2020,443,A
USGS,1589000,2/14/2020,406,A
USGS,1589000,2/15/2020,332,A
USGS,1589000,2/16/2020,308,A
USGS,1589000,2/17/2020,295,A
USGS,1589000,2/18/2020,278,A
USGS,1589000,2/19/2020,273,A
USGS,1589000,2/20/2020,254,A
USGS,1589000,2/21/2020,246,A
USGS,1589000,2/22/2020,226,A
USGS,1589000,2/23/2020,226,A
USGS,1589000,2/24/2020,224,A
USGS,1589000,2/25/2020,234,A
USGS,1589000,2/26/2020,249,A
USGS,1589000,2/27/2020,381,A
USGS,1589000,2/28/2020,307,A
USGS,1589000,2/29/2020,277,A
USGS,1589000,3/1/2020,242,A
USGS,1589000,3/2/2020,234,A
USGS,1589000,3/3/2020,250,A
USGS,1589000,3/4/2020,266,A
USGS,1589000,3/5/2020,251,A
USGS,1589000,3/6/2020,240,A
USGS,1589000,3/7/2020,259,A
USGS,1589000,3/8/2020,217,A
USGS,1589000,3/9/2020,210,A
USGS,1589000,3/10/2020,205,A
USGS,1589000,3/11/2020,218,A
USGS,1589000,3/12/2020,209,A
USGS,1589000,3/13/2020,250,A
USGS,1589000,3/14/2020,239,A
USGS,1589000,3/15/2020,264,A
USGS,1589000,3/16/2020,241,A
USGS,1589000,3/17/2020,220,A
USGS,1589000,3/18/2020,216,A
USGS,1589000,3/19/2020,357,A
USGS,1589000,3/20/2020,315,A
USGS,1589000,3/21/2020,290,A
USGS,1589000,3/22/2020,245,A
USGS,1589000,3/23/2020,245,A
USGS,1589000,3/24/2020,268,A
USGS,1589000,3/25/2020,276,A
USGS,1589000,3/26/2020,287,A
USGS,1589000,3/27/2020,263,A
USGS,1589000,3/28/2020,460,A
USGS,1589000,3/29/2020,467,A
USGS,1589000,3/30/2020,394,A
USGS,1589000,3/31/2020,335,A
USGS,1589000,4/1/2020,327,A
USGS,1589000,4/2/2020,302,A
USGS,1589000,4/3/2020,269,A
USGS,1589000,4/4/2020,239,A
USGS,1589000,4/5/2020,231,A
USGS,1589000,4/6/2020,228,A
USGS,1589000,4/7/2020,212,A
USGS,1589000,4/8/2020,240,A
USGS,1589000,4/9/2020,272,A
USGS,1589000,4/10/2020,262,A
USGS,1589000,4/11/2020,206,A
USGS,1589000,4/12/2020,188,A
USGS,1589000,4/13/2020,1740,A
USGS,1589000,4/14/2020,1030,A
USGS,1589000,4/15/2020,689,A
USGS,1589000,4/16/2020,504,A
USGS,1589000,4/17/2020,399,A
USGS,1589000,4/18/2020,373,A
USGS,1589000,4/19/2020,317,A
USGS,1589000,4/20/2020,301,A
USGS,1589000,4/21/2020,293,A
USGS,1589000,4/22/2020,272,A
USGS,1589000,4/23/2020,249,A
USGS,1589000,4/24/2020,472,A
USGS,1589000,4/25/2020,403,A
USGS,1589000,4/26/2020,465,A
USGS,1589000,4/27/2020,470,A
USGS,1589000,4/28/2020,369,A
USGS,1589000,4/29/2020,331,A
USGS,1589000,4/30/2020,735,A
USGS,1589000,5/1/2020,996,A
USGS,1589000,5/2/2020,652,A
USGS,1589000,5/3/2020,513,A
USGS,1589000,5/4/2020,525,A
USGS,1589000,5/5/2020,398,A
USGS,1589000,5/6/2020,442,A
USGS,1589000,5/7/2020,483,A
USGS,1589000,5/8/2020,415,A
USGS,1589000,5/9/2020,533,A
USGS,1589000,5/10/2020,413,A
USGS,1589000,5/11/2020,377,A
USGS,1589000,5/12/2020,335,A
USGS,1589000,5/13/2020,309,A
USGS,1589000,5/14/2020,291,A
USGS,1589000,5/15/2020,289,A
USGS,1589000,5/16/2020,273,A
USGS,1589000,5/17/2020,253,A
USGS,1589000,5/18/2020,251,A
USGS,1589000,5/19/2020,233,A
USGS,1589000,5/20/2020,211,A
USGS,1589000,5/21/2020,204,A
USGS,1589000,5/22/2020,252,A
USGS,1589000,5/23/2020,314,A
USGS,1589000,5/24/2020,268,A
USGS,1589000,5/25/2020,249,A
USGS,1589000,5/26/2020,227,A
USGS,1589000,5/27/2020,208,A
USGS,1589000,5/28/2020,220,A
USGS,1589000,5/29/2020,227,A
USGS,1589000,5/30/2020,214,A
USGS,1589000,5/31/2020,192,A
USGS,1589000,6/1/2020,162,A
USGS,1589000,6/2/2020,152,A
USGS,1589000,6/3/2020,153,A
USGS,1589000,6/4/2020,144,A
USGS,1589000,6/5/2020,317,A
USGS,1589000,6/6/2020,565,A
USGS,1589000,6/7/2020,332,A
USGS,1589000,6/8/2020,248,A
USGS,1589000,6/9/2020,204,A
USGS,1589000,6/10/2020,172,A
USGS,1589000,6/11/2020,428,A
USGS,1589000,6/12/2020,330,A
USGS,1589000,6/13/2020,246,A
USGS,1589000,6/14/2020,192,A
USGS,1589000,6/15/2020,163,A
USGS,1589000,6/16/2020,144,A
USGS,1589000,6/17/2020,131,A
USGS,1589000,6/18/2020,160,A
USGS,1589000,6/19/2020,148,A
USGS,1589000,6/20/2020,403,A
USGS,1589000,6/21/2020,306,A
USGS,1589000,6/22/2020,386,A
USGS,1589000,6/23/2020,367,A
USGS,1589000,6/24/2020,380,A
USGS,1589000,6/25/2020,274,A
USGS,1589000,6/26/2020,234,A
USGS,1589000,6/27/2020,191,A
USGS,1589000,6/28/2020,168,A
USGS,1589000,6/29/2020,155,A
USGS,1589000,6/30/2020,130,A
USGS,1589000,7/1/2020,140,A
USGS,1589000,7/2/2020,117,A
USGS,1589000,7/3/2020,100,A
USGS,1589000,7/4/2020,86.2,A
USGS,1589000,7/5/2020,77.7,A
USGS,1589000,7/6/2020,77.7,A
USGS,1589000,7/7/2020,84,A
USGS,1589000,7/8/2020,83.2,A
USGS,1589000,7/9/2020,76.3,A
USGS,1589000,7/10/2020,68.4,A
USGS,1589000,7/11/2020,68,A
USGS,1589000,7/12/2020,62.7,A
USGS,1589000,7/13/2020,66.8,A
USGS,1589000,7/14/2020,62.4,A
USGS,1589000,7/15/2020,57.8,A
USGS,1589000,7/16/2020,54.8,A
USGS,1589000,7/17/2020,53.4,A
USGS,1589000,7/18/2020,52.3,A
USGS,1589000,7/19/2020,50.3,A
USGS,1589000,7/20/2020,48.9,A
USGS,1589000,7/21/2020,47.6,A
USGS,1589000,7/22/2020,48.2,A
USGS,1589000,7/23/2020,57.7,A
USGS,1589000,7/24/2020,57.1,A
USGS,1589000,7/25/2020,66.6,A
USGS,1589000,7/26/2020,52.9,A
USGS,1589000,7/27/2020,48.8,A
USGS,1589000,7/28/2020,46.1,A
USGS,1589000,7/29/2020,43.9,A
USGS,1589000,7/30/2020,48.3,A
USGS,1589000,7/31/2020,55.7,A
USGS,1589000,8/1/2020,54,A
USGS,1589000,8/2/2020,47.9,A
USGS,1589000,8/3/2020,53.5,A
USGS,1589000,8/4/2020,376,A
USGS,1589000,8/5/2020,117,A
USGS,1589000,8/6/2020,73.4,A
USGS,1589000,8/7/2020,82,A
USGS,1589000,8/8/2020,65.4,A
USGS,1589000,8/9/2020,59,A
USGS,1589000,8/10/2020,61.3,A
USGS,1589000,8/11/2020,57.1,A
USGS,1589000,8/12/2020,191,A
USGS,1589000,8/13/2020,158,A
USGS,1589000,8/14/2020,84.5,A
USGS,1589000,8/15/2020,76.5,A
USGS,1589000,8/16/2020,152,A
USGS,1589000,8/17/2020,88,A
USGS,1589000,8/18/2020,86.1,A
USGS,1589000,8/19/2020,69.1,A
USGS,1589000,8/20/2020,62.1,A
USGS,1589000,8/21/2020,55.9,A
USGS,1589000,8/22/2020,55.1,A
USGS,1589000,8/23/2020,54.7,A
USGS,1589000,8/24/2020,56.7,A
USGS,1589000,8/25/2020,53.3,A
USGS,1589000,8/26/2020,50.1,A
USGS,1589000,8/27/2020,47.2,A
USGS,1589000,8/28/2020,47.8,A
USGS,1589000,8/29/2020,113,A
USGS,1589000,8/30/2020,110,A
USGS,1589000,8/31/2020,64.7,A
USGS,1589000,9/1/2020,67.1,A
USGS,1589000,9/2/2020,68.5,A
USGS,1589000,9/3/2020,133,A
USGS,1589000,9/4/2020,202,A
USGS,1589000,9/5/2020,85.8,A
USGS,1589000,9/6/2020,66.7,A
USGS,1589000,9/7/2020,60.6,A
USGS,1589000,9/8/2020,57.3,A
USGS,1589000,9/9/2020,55.1,A
USGS,1589000,9/10/2020,61.4,A
USGS,1589000,9/11/2020,82.2,A
USGS,1589000,9/12/2020,62.7,A
USGS,1589000,9/13/2020,57.6,A
USGS,1589000,9/14/2020,56.4,A
USGS,1589000,9/15/2020,53.1,A
USGS,1589000,9/16/2020,51.8,A
USGS,1589000,9/17/2020,52.7,A
USGS,1589000,9/18/2020,53.7,A
USGS,1589000,9/19/2020,50.2,A
USGS,1589000,9/20/2020,47.4,A
USGS,1589000,9/21/2020,46.8,A
USGS,1589000,9/22/2020,46,A
USGS,1589000,9/23/2020,45.8,A
USGS,1589000,9/24/2020,45.6,A
USGS,1589000,9/25/2020,47,A
USGS,1589000,9/26/2020,59,A
USGS,1589000,9/27/2020,58.8,A
USGS,1589000,9/28/2020,55.2,A
USGS,1589000,9/29/2020,59.1,A
USGS,1589000,9/30/2020,73.3,A
USGS,1589000,10/1/2020,56.4,A
USGS,1589000,10/2/2020,56.9,A
