agency_cd,site_no,datetime,293221_00060_00003,293221_00060_00003_cd
USGS,1589000,11/25/2016,47.9,A
USGS,1589000,11/26/2016,48.3,A
USGS,1589000,11/27/2016,48.7,A
USGS,1589000,11/28/2016,49.5,A
USGS,1589000,11/29/2016,69.1,A
USGS,1589000,11/30/2016,146,A
USGS,1589000,12/1/2016,297,A
USGS,1589000,12/2/2016,109,A
USGS,1589000,12/3/2016,81.6,A
USGS,1589000,12/4/2016,71.3,A
USGS,1589000,12/5/2016,82.2,A
USGS,1589000,12/6/2016,113,A
USGS,1589000,12/7/2016,216,A
USGS,1589000,12/8/2016,111,A
USGS,1589000,12/9/2016,89.4,A
USGS,1589000,12/10/2016,78.4,A
USGS,1589000,12/11/2016,72.9,A
USGS,1589000,12/12/2016,81.7,A
USGS,1589000,12/13/2016,78.3,A
USGS,1589000,12/14/2016,71.1,A
USGS,1589000,12/15/2016,65.7,A
USGS,1589000,12/16/2016,62.4,A:e
USGS,1589000,12/17/2016,79,A
USGS,1589000,12/18/2016,124,A
USGS,1589000,12/19/2016,122,A
USGS,1589000,12/20/2016,87.7,A
USGS,1589000,12/21/2016,79.8,A
USGS,1589000,12/22/2016,77.6,A
USGS,1589000,12/23/2016,73.2,A
USGS,1589000,12/24/2016,102,A
USGS,1589000,12/25/2016,103,A
USGS,1589000,12/26/2016,84.4,A
USGS,1589000,12/27/2016,81.7,A
USGS,1589000,12/28/2016,75.6,A
USGS,1589000,12/29/2016,81.1,A
USGS,1589000,12/30/2016,80.2,A
USGS,1589000,12/31/2016,71,A
USGS,1589000,1/1/2017,69.2,A
USGS,1589000,1/2/2017,82.1,A
USGS,1589000,1/3/2017,218,A
USGS,1589000,1/4/2017,233,A
USGS,1589000,1/5/2017,127,A
USGS,1589000,1/6/2017,105,A
USGS,1589000,1/7/2017,92.1,A
USGS,1589000,1/8/2017,83.2,A:e
USGS,1589000,1/9/2017,79.4,A:e
USGS,1589000,1/10/2017,78.9,A
USGS,1589000,1/11/2017,87.7,A
USGS,1589000,1/12/2017,104,A
USGS,1589000,1/13/2017,91.3,A
USGS,1589000,1/14/2017,83,A
USGS,1589000,1/15/2017,97.3,A
USGS,1589000,1/16/2017,86.7,A
USGS,1589000,1/17/2017,85.9,A
USGS,1589000,1/18/2017,93.8,A
USGS,1589000,1/19/2017,85.8,A
USGS,1589000,1/20/2017,81.8,A
USGS,1589000,1/21/2017,82.7,A
USGS,1589000,1/22/2017,81.6,A
USGS,1589000,1/23/2017,170,A
USGS,1589000,1/24/2017,263,A
USGS,1589000,1/25/2017,143,A
USGS,1589000,1/26/2017,115,A
USGS,1589000,1/27/2017,99.5,A
USGS,1589000,1/28/2017,93.3,A
USGS,1589000,1/29/2017,88.8,A
USGS,1589000,1/30/2017,86.1,A
USGS,1589000,1/31/2017,82.1,A
USGS,1589000,2/1/2017,80.7,A
USGS,1589000,2/2/2017,77.6,A
USGS,1589000,2/3/2017,74.1,A
USGS,1589000,2/4/2017,70.9,A
USGS,1589000,2/5/2017,71,A
USGS,1589000,2/6/2017,72.2,A
USGS,1589000,2/7/2017,71.6,A
USGS,1589000,2/8/2017,71.6,A
USGS,1589000,2/9/2017,85.9,A
USGS,1589000,2/10/2017,77.3,A
USGS,1589000,2/11/2017,71.3,A
USGS,1589000,2/12/2017,80.2,A
USGS,1589000,2/13/2017,83.9,A
USGS,1589000,2/14/2017,72.6,A
USGS,1589000,2/15/2017,72.6,A
USGS,1589000,2/16/2017,69.8,A
USGS,1589000,2/17/2017,67.3,A
USGS,1589000,2/18/2017,67.2,A
USGS,1589000,2/19/2017,67.6,A
USGS,1589000,2/20/2017,66.1,A
USGS,1589000,2/21/2017,65.2,A
USGS,1589000,2/22/2017,65.8,A
USGS,1589000,2/23/2017,66,A
USGS,1589000,2/24/2017,65.9,A
USGS,1589000,2/25/2017,66,A
USGS,1589000,2/26/2017,71.9,A
USGS,1589000,2/27/2017,66.4,A
USGS,1589000,2/28/2017,65.8,A
USGS,1589000,3/1/2017,83,A
USGS,1589000,3/2/2017,82.4,A
USGS,1589000,3/3/2017,70.4,A
USGS,1589000,3/4/2017,66.2,A
USGS,1589000,3/5/2017,65.3,A
USGS,1589000,3/6/2017,64.8,A
USGS,1589000,3/7/2017,67.8,A
USGS,1589000,3/8/2017,74.2,A
USGS,1589000,3/9/2017,67.9,A
USGS,1589000,3/10/2017,72.8,A
USGS,1589000,3/11/2017,71.7,A
USGS,1589000,3/12/2017,65.9,A
USGS,1589000,3/13/2017,63.7,A
USGS,1589000,3/14/2017,96.2,A
USGS,1589000,3/15/2017,86.6,A:e
USGS,1589000,3/16/2017,69.6,A:e
USGS,1589000,3/17/2017,83.4,A
USGS,1589000,3/18/2017,146,A
USGS,1589000,3/19/2017,282,A
USGS,1589000,3/20/2017,196,A
USGS,1589000,3/21/2017,141,A
USGS,1589000,3/22/2017,116,A
USGS,1589000,3/23/2017,98,A
USGS,1589000,3/24/2017,94.4,A
USGS,1589000,3/25/2017,93.2,A
USGS,1589000,3/26/2017,88.7,A
USGS,1589000,3/27/2017,91.9,A
USGS,1589000,3/28/2017,92.8,A
USGS,1589000,3/29/2017,100,A
USGS,1589000,3/30/2017,85.8,A
USGS,1589000,3/31/2017,353,A
USGS,1589000,4/1/2017,275,A
USGS,1589000,4/2/2017,156,A
USGS,1589000,4/3/2017,128,A
USGS,1589000,4/4/2017,133,A
USGS,1589000,4/5/2017,111,A
USGS,1589000,4/6/2017,560,A
USGS,1589000,4/7/2017,342,A
USGS,1589000,4/8/2017,190,A
USGS,1589000,4/9/2017,152,A
USGS,1589000,4/10/2017,137,A
USGS,1589000,4/11/2017,126,A
USGS,1589000,4/12/2017,117,A
USGS,1589000,4/13/2017,108,A
USGS,1589000,4/14/2017,102,A
USGS,1589000,4/15/2017,97.1,A
USGS,1589000,4/16/2017,96.1,A
USGS,1589000,4/17/2017,100,A
USGS,1589000,4/18/2017,102,A
USGS,1589000,4/19/2017,88.7,A
USGS,1589000,4/20/2017,107,A
USGS,1589000,4/21/2017,276,A
USGS,1589000,4/22/2017,150,A
USGS,1589000,4/23/2017,145,A
USGS,1589000,4/24/2017,122,A
USGS,1589000,4/25/2017,170,A
USGS,1589000,4/26/2017,203,A
USGS,1589000,4/27/2017,144,A
USGS,1589000,4/28/2017,128,A
USGS,1589000,4/29/2017,115,A
USGS,1589000,4/30/2017,108,A
USGS,1589000,5/1/2017,102,A
USGS,1589000,5/2/2017,95.6,A
USGS,1589000,5/3/2017,83.8,A
USGS,1589000,5/4/2017,78.8,A
USGS,1589000,5/5/2017,735,A
USGS,1589000,5/6/2017,303,A
USGS,1589000,5/7/2017,198,A
USGS,1589000,5/8/2017,156,A
USGS,1589000,5/9/2017,133,A
USGS,1589000,5/10/2017,120,A
USGS,1589000,5/11/2017,163,A
USGS,1589000,5/12/2017,209,A
USGS,1589000,5/13/2017,378,A
USGS,1589000,5/14/2017,320,A
USGS,1589000,5/15/2017,258,A
USGS,1589000,5/16/2017,200,A
USGS,1589000,5/17/2017,166,A
USGS,1589000,5/18/2017,134,A
USGS,1589000,5/19/2017,124,A
USGS,1589000,5/20/2017,146,A
USGS,1589000,5/21/2017,119,A
USGS,1589000,5/22/2017,142,A
USGS,1589000,5/23/2017,130,A
USGS,1589000,5/24/2017,147,A
USGS,1589000,5/25/2017,450,A
USGS,1589000,5/26/2017,527,A
USGS,1589000,5/27/2017,306,A
USGS,1589000,5/28/2017,251,A
USGS,1589000,5/29/2017,216,A
USGS,1589000,5/30/2017,182,A
USGS,1589000,5/31/2017,160,A
USGS,1589000,6/1/2017,138,A
USGS,1589000,6/2/2017,117,A
USGS,1589000,6/3/2017,101,A
USGS,1589000,6/4/2017,89.3,A
USGS,1589000,6/5/2017,86.5,A
USGS,1589000,6/6/2017,90.6,A
USGS,1589000,6/7/2017,83.3,A
USGS,1589000,6/8/2017,80.8,A
USGS,1589000,6/9/2017,77.3,A
USGS,1589000,6/10/2017,73.1,A
USGS,1589000,6/11/2017,68.9,A
USGS,1589000,6/12/2017,66.6,A
USGS,1589000,6/13/2017,64.3,A
USGS,1589000,6/14/2017,62.4,A
USGS,1589000,6/15/2017,61,A
USGS,1589000,6/16/2017,60.8,A
USGS,1589000,6/17/2017,63.9,A
USGS,1589000,6/18/2017,63.5,A
USGS,1589000,6/19/2017,121,A
USGS,1589000,6/20/2017,177,A
USGS,1589000,6/21/2017,82.4,A
USGS,1589000,6/22/2017,70.6,A
USGS,1589000,6/23/2017,68.8,A
USGS,1589000,6/24/2017,92.6,A
USGS,1589000,6/25/2017,72.9,A
USGS,1589000,6/26/2017,60.8,A
USGS,1589000,6/27/2017,57.3,A
USGS,1589000,6/28/2017,54.7,A
USGS,1589000,6/29/2017,53,A
USGS,1589000,6/30/2017,51.8,A
USGS,1589000,7/1/2017,59.4,A
USGS,1589000,7/2/2017,63.4,A
USGS,1589000,7/3/2017,51,A
USGS,1589000,7/4/2017,47.8,A
USGS,1589000,7/5/2017,47.6,A
USGS,1589000,7/6/2017,119,A
USGS,1589000,7/7/2017,130,A
USGS,1589000,7/8/2017,67.1,A
USGS,1589000,7/9/2017,56.1,A
USGS,1589000,7/10/2017,51.7,A
USGS,1589000,7/11/2017,50.4,A
USGS,1589000,7/12/2017,47.9,A
USGS,1589000,7/13/2017,46.8,A
USGS,1589000,7/14/2017,45.4,A
USGS,1589000,7/15/2017,45.3,A
USGS,1589000,7/16/2017,42.8,A
USGS,1589000,7/17/2017,41.3,A
USGS,1589000,7/18/2017,84.1,A
USGS,1589000,7/19/2017,56.4,A
USGS,1589000,7/20/2017,43.7,A
USGS,1589000,7/21/2017,39.4,A
USGS,1589000,7/22/2017,39.3,A
USGS,1589000,7/23/2017,46.1,A
USGS,1589000,7/24/2017,55.1,A
USGS,1589000,7/25/2017,57.5,A
USGS,1589000,7/26/2017,46.5,A
USGS,1589000,7/27/2017,41.2,A
USGS,1589000,7/28/2017,67.7,A
USGS,1589000,7/29/2017,324,A
USGS,1589000,7/30/2017,87.8,A
USGS,1589000,7/31/2017,59.7,A
USGS,1589000,8/1/2017,55.9,A
USGS,1589000,8/2/2017,50,A
USGS,1589000,8/3/2017,46.2,A
USGS,1589000,8/4/2017,60.1,A
USGS,1589000,8/5/2017,67.9,A
USGS,1589000,8/6/2017,56.3,A
USGS,1589000,8/7/2017,64,A
USGS,1589000,8/8/2017,63.7,A
USGS,1589000,8/9/2017,51.6,A
USGS,1589000,8/10/2017,45.7,A
USGS,1589000,8/11/2017,44.4,A
USGS,1589000,8/12/2017,111,A
USGS,1589000,8/13/2017,152,A
USGS,1589000,8/14/2017,60.7,A
USGS,1589000,8/15/2017,292,A
USGS,1589000,8/16/2017,152,A
USGS,1589000,8/17/2017,75.4,A
USGS,1589000,8/18/2017,160,A
USGS,1589000,8/19/2017,59.7,A
USGS,1589000,8/20/2017,52.9,A
USGS,1589000,8/21/2017,44.4,A
USGS,1589000,8/22/2017,40.2,A
USGS,1589000,8/23/2017,44.7,A
USGS,1589000,8/24/2017,37.9,A
USGS,1589000,8/25/2017,38.1,A
USGS,1589000,8/26/2017,34.1,A
USGS,1589000,8/27/2017,32.3,A
USGS,1589000,8/28/2017,31.7,A
USGS,1589000,8/29/2017,45.4,A
USGS,1589000,8/30/2017,53.9,A
USGS,1589000,8/31/2017,38.8,A
USGS,1589000,9/1/2017,34.2,A
USGS,1589000,9/2/2017,55.2,A
USGS,1589000,9/3/2017,59.2,A
USGS,1589000,9/4/2017,41.9,A
USGS,1589000,9/5/2017,68.8,A
USGS,1589000,9/6/2017,124,A
USGS,1589000,9/7/2017,111,A
USGS,1589000,9/8/2017,57.1,A
USGS,1589000,9/9/2017,46.6,A
USGS,1589000,9/10/2017,42.2,A
USGS,1589000,9/11/2017,40.2,A
USGS,1589000,9/12/2017,38.9,A
USGS,1589000,9/13/2017,39,A
USGS,1589000,9/14/2017,40.6,A
USGS,1589000,9/15/2017,39,A
USGS,1589000,9/16/2017,37.4,A
USGS,1589000,9/17/2017,37.1,A
USGS,1589000,9/18/2017,37.5,A
USGS,1589000,9/19/2017,37.5,A
USGS,1589000,9/20/2017,36.2,A
USGS,1589000,9/21/2017,34.1,A
USGS,1589000,9/22/2017,33.1,A
USGS,1589000,9/23/2017,32.7,A
USGS,1589000,9/24/2017,31.6,A
USGS,1589000,9/25/2017,31.1,A
USGS,1589000,9/26/2017,30.9,A
USGS,1589000,9/27/2017,30.9,A
USGS,1589000,9/28/2017,30.8,A
USGS,1589000,9/29/2017,29.1,A
USGS,1589000,9/30/2017,28,A
USGS,1589000,10/1/2017,27.8,A
USGS,1589000,10/2/2017,28.6,A
USGS,1589000,10/3/2017,28.8,A
USGS,1589000,10/4/2017,28.6,A
USGS,1589000,10/5/2017,28.8,A
USGS,1589000,10/6/2017,28.5,A
USGS,1589000,10/7/2017,28.1,A
USGS,1589000,10/8/2017,29.6,A
USGS,1589000,10/9/2017,76.4,A
USGS,1589000,10/10/2017,61.4,A
USGS,1589000,10/11/2017,36.3,A
USGS,1589000,10/12/2017,105,A
USGS,1589000,10/13/2017,54.3,A
USGS,1589000,10/14/2017,43,A
USGS,1589000,10/15/2017,40.7,A
USGS,1589000,10/16/2017,40.6,A
USGS,1589000,10/17/2017,38.6,A
USGS,1589000,10/18/2017,37.1,A
USGS,1589000,10/19/2017,36.3,A
USGS,1589000,10/20/2017,37.7,A
USGS,1589000,10/21/2017,38,A
USGS,1589000,10/22/2017,36,A
USGS,1589000,10/23/2017,35.9,A
USGS,1589000,10/24/2017,45.1,A
USGS,1589000,10/25/2017,46.6,A
USGS,1589000,10/26/2017,40,A
USGS,1589000,10/27/2017,38.2,A
USGS,1589000,10/28/2017,38.5,A
USGS,1589000,10/29/2017,66.6,A
USGS,1589000,10/30/2017,177,A
USGS,1589000,10/31/2017,77.6,A
USGS,1589000,11/1/2017,55.4,A
USGS,1589000,11/2/2017,51.7,A
USGS,1589000,11/3/2017,50.6,A
USGS,1589000,11/4/2017,50.1,A
USGS,1589000,11/5/2017,81.8,A
USGS,1589000,11/6/2017,71.3,A
USGS,1589000,11/7/2017,120,A
USGS,1589000,11/8/2017,188,A
USGS,1589000,11/9/2017,85.2,A
USGS,1589000,11/10/2017,67.9,A
USGS,1589000,11/11/2017,59.3,A
USGS,1589000,11/12/2017,56.1,A
USGS,1589000,11/13/2017,59.1,A
USGS,1589000,11/14/2017,58.3,A
USGS,1589000,11/15/2017,55.1,A
USGS,1589000,11/16/2017,53.7,A
USGS,1589000,11/17/2017,52.4,A
USGS,1589000,11/18/2017,51.6,A
USGS,1589000,11/19/2017,57.5,A
USGS,1589000,11/20/2017,54.9,A
USGS,1589000,11/21/2017,52,A
USGS,1589000,11/22/2017,51.6,A
USGS,1589000,11/23/2017,51,A
USGS,1589000,11/24/2017,50.4,A
USGS,1589000,11/25/2017,49.9,A
USGS,1589000,11/26/2017,49.9,A
USGS,1589000,11/27/2017,49.4,A
USGS,1589000,11/28/2017,48.7,A
USGS,1589000,11/29/2017,48.9,A
USGS,1589000,11/30/2017,49.2,A
USGS,1589000,12/1/2017,49.4,A
USGS,1589000,12/2/2017,49.3,A
USGS,1589000,12/3/2017,49.7,A
USGS,1589000,12/4/2017,49.1,A
USGS,1589000,12/5/2017,49.8,A
USGS,1589000,12/6/2017,56.3,A
USGS,1589000,12/7/2017,52,A
USGS,1589000,12/8/2017,49.4,A
USGS,1589000,12/9/2017,51.3,A
USGS,1589000,12/10/2017,54.1,A
USGS,1589000,12/11/2017,52.2,A
USGS,1589000,12/12/2017,52.4,A
USGS,1589000,12/13/2017,50.4,A
USGS,1589000,12/14/2017,49.5,A
USGS,1589000,12/15/2017,49.7,A:e
USGS,1589000,12/16/2017,47.8,A:e
USGS,1589000,12/17/2017,49.1,A:e
USGS,1589000,12/18/2017,50.4,A
USGS,1589000,12/19/2017,50.5,A
USGS,1589000,12/20/2017,49,A
USGS,1589000,12/21/2017,48.5,A
USGS,1589000,12/22/2017,47.8,A
USGS,1589000,12/23/2017,57.3,A
USGS,1589000,12/24/2017,69.2,A
USGS,1589000,12/25/2017,59.5,A
USGS,1589000,12/26/2017,53.3,A
USGS,1589000,12/27/2017,50.6,A
USGS,1589000,12/28/2017,41.5,A:e
USGS,1589000,12/29/2017,42.4,A:e
USGS,1589000,12/30/2017,42.8,A:e
USGS,1589000,12/31/2017,41,A:e
USGS,1589000,1/1/2018,35.4,A:e
USGS,1589000,1/2/2018,35.2,A:e
USGS,1589000,1/3/2018,33.7,A:e
USGS,1589000,1/4/2018,32.6,A:e
USGS,1589000,1/5/2018,32.5,A:e
USGS,1589000,1/6/2018,32.3,A:e
USGS,1589000,1/7/2018,31.7,A:e
USGS,1589000,1/8/2018,32,A:e
USGS,1589000,1/9/2018,34.4,A:e
USGS,1589000,1/10/2018,37.1,A:e
USGS,1589000,1/11/2018,40.6,A:e
USGS,1589000,1/12/2018,51.3,A:e
USGS,1589000,1/13/2018,449,A:e
USGS,1589000,1/14/2018,134,A
USGS,1589000,1/15/2018,77.4,A:e
USGS,1589000,1/16/2018,75.3,A:e
USGS,1589000,1/17/2018,63.9,A:e
USGS,1589000,1/18/2018,53.6,A:e
USGS,1589000,1/19/2018,53,A:e
USGS,1589000,1/20/2018,53.3,A:e
USGS,1589000,1/21/2018,52,A:e
USGS,1589000,1/22/2018,55.2,A:e
USGS,1589000,1/23/2018,80.4,A:e
USGS,1589000,1/24/2018,87.5,A
USGS,1589000,1/25/2018,67.4,A
USGS,1589000,1/26/2018,61.6,A
USGS,1589000,1/27/2018,60.4,A
USGS,1589000,1/28/2018,65.8,A
USGS,1589000,1/29/2018,68.6,A
USGS,1589000,1/30/2018,63,A
USGS,1589000,1/31/2018,58.3,A
USGS,1589000,2/1/2018,58.2,A
USGS,1589000,2/2/2018,62.7,A
USGS,1589000,2/3/2018,53.4,A:e
USGS,1589000,2/4/2018,133,A
USGS,1589000,2/5/2018,231,A
USGS,1589000,2/6/2018,106,A
USGS,1589000,2/7/2018,140,A
USGS,1589000,2/8/2018,207,A
USGS,1589000,2/9/2018,113,A
USGS,1589000,2/10/2018,117,A
USGS,1589000,2/11/2018,433,A
USGS,1589000,2/12/2018,263,A
USGS,1589000,2/13/2018,161,A
USGS,1589000,2/14/2018,134,A
USGS,1589000,2/15/2018,127,A
USGS,1589000,2/16/2018,156,A
USGS,1589000,2/17/2018,137,A
USGS,1589000,2/18/2018,147,A
USGS,1589000,2/19/2018,143,A
USGS,1589000,2/20/2018,126,A
USGS,1589000,2/21/2018,116,A
USGS,1589000,2/22/2018,154,A
USGS,1589000,2/23/2018,154,A
USGS,1589000,2/24/2018,144,A
USGS,1589000,2/25/2018,204,A
USGS,1589000,2/26/2018,174,A
USGS,1589000,2/27/2018,138,A
USGS,1589000,2/28/2018,126,A
USGS,1589000,3/1/2018,134,A
USGS,1589000,3/2/2018,261,A
USGS,1589000,3/3/2018,160,A
USGS,1589000,3/4/2018,138,A
USGS,1589000,3/5/2018,127,A
USGS,1589000,3/6/2018,121,A
USGS,1589000,3/7/2018,145,A
USGS,1589000,3/8/2018,131,A
USGS,1589000,3/9/2018,116,A
USGS,1589000,3/10/2018,109,A
USGS,1589000,3/11/2018,104,A
USGS,1589000,3/12/2018,102,A
USGS,1589000,3/13/2018,101,A
USGS,1589000,3/14/2018,96.6,A
USGS,1589000,3/15/2018,94.2,A
USGS,1589000,3/16/2018,92,A
USGS,1589000,3/17/2018,89.5,A
USGS,1589000,3/18/2018,89.4,A
USGS,1589000,3/19/2018,87.7,A
USGS,1589000,3/20/2018,106,A
USGS,1589000,3/21/2018,133,A
USGS,1589000,3/22/2018,131,A
USGS,1589000,3/23/2018,154,A
USGS,1589000,3/24/2018,159,A
USGS,1589000,3/25/2018,156,A
USGS,1589000,3/26/2018,135,A
USGS,1589000,3/27/2018,126,A
USGS,1589000,3/28/2018,125,A
USGS,1589000,3/29/2018,129,A
USGS,1589000,3/30/2018,142,A
USGS,1589000,3/31/2018,139,A
USGS,1589000,4/1/2018,116,A
USGS,1589000,4/2/2018,128,A
USGS,1589000,4/3/2018,126,A
USGS,1589000,4/4/2018,120,A
USGS,1589000,4/5/2018,110,A
USGS,1589000,4/6/2018,105,A
USGS,1589000,4/7/2018,102,A
USGS,1589000,4/8/2018,97,A
USGS,1589000,4/9/2018,94.2,A
USGS,1589000,4/10/2018,93.8,A
USGS,1589000,4/11/2018,91.4,A
USGS,1589000,4/12/2018,90.1,A
USGS,1589000,4/13/2018,89.1,A
USGS,1589000,4/14/2018,87.3,A
USGS,1589000,4/15/2018,86.1,A
USGS,1589000,4/16/2018,915,A
USGS,1589000,4/17/2018,290,A
USGS,1589000,4/18/2018,198,A
USGS,1589000,4/19/2018,165,A
USGS,1589000,4/20/2018,142,A
USGS,1589000,4/21/2018,127,A
USGS,1589000,4/22/2018,120,A
USGS,1589000,4/23/2018,115,A
USGS,1589000,4/24/2018,113,A
USGS,1589000,4/25/2018,328,A
USGS,1589000,4/26/2018,175,A
USGS,1589000,4/27/2018,206,A
USGS,1589000,4/28/2018,188,A
USGS,1589000,4/29/2018,151,A
USGS,1589000,4/30/2018,134,A
USGS,1589000,5/1/2018,124,A
USGS,1589000,5/2/2018,118,A
USGS,1589000,5/3/2018,112,A
USGS,1589000,5/4/2018,107,A
USGS,1589000,5/5/2018,103,A
USGS,1589000,5/6/2018,121,A
USGS,1589000,5/7/2018,108,A
USGS,1589000,5/8/2018,98.5,A
USGS,1589000,5/9/2018,93.2,A
USGS,1589000,5/10/2018,92.9,A
USGS,1589000,5/11/2018,97.5,A
USGS,1589000,5/12/2018,97.5,A
USGS,1589000,5/13/2018,131,A
USGS,1589000,5/14/2018,133,A
USGS,1589000,5/15/2018,231,A
USGS,1589000,5/16/2018,910,A
USGS,1589000,5/17/2018,1560,A
USGS,1589000,5/18/2018,1020,A
USGS,1589000,5/19/2018,1500,A
USGS,1589000,5/20/2018,1060,A
USGS,1589000,5/21/2018,691,A
USGS,1589000,5/22/2018,594,A
USGS,1589000,5/23/2018,548,A
USGS,1589000,5/24/2018,415,A
USGS,1589000,5/25/2018,333,A
USGS,1589000,5/26/2018,285,A
USGS,1589000,5/27/2018,1420,A
USGS,1589000,5/28/2018,1280,A
USGS,1589000,5/29/2018,546,A
USGS,1589000,5/30/2018,424,A
USGS,1589000,5/31/2018,456,A
USGS,1589000,6/1/2018,575,A
USGS,1589000,6/2/2018,711,A
USGS,1589000,6/3/2018,3630,A
USGS,1589000,6/4/2018,2070,A
USGS,1589000,6/5/2018,1040,A
USGS,1589000,6/6/2018,813,A
USGS,1589000,6/7/2018,606,A
USGS,1589000,6/8/2018,481,A
USGS,1589000,6/9/2018,430,A
USGS,1589000,6/10/2018,716,A
USGS,1589000,6/11/2018,1640,A
USGS,1589000,6/12/2018,759,A
USGS,1589000,6/13/2018,551,A
USGS,1589000,6/14/2018,453,A
USGS,1589000,6/15/2018,370,A
USGS,1589000,6/16/2018,315,A
USGS,1589000,6/17/2018,283,A
USGS,1589000,6/18/2018,273,A
USGS,1589000,6/19/2018,275,A
USGS,1589000,6/20/2018,267,A
USGS,1589000,6/21/2018,298,A
USGS,1589000,6/22/2018,258,A
USGS,1589000,6/23/2018,289,A
USGS,1589000,6/24/2018,329,A
USGS,1589000,6/25/2018,481,A
USGS,1589000,6/26/2018,327,A
USGS,1589000,6/27/2018,270,A
USGS,1589000,6/28/2018,266,A
USGS,1589000,6/29/2018,245,A
USGS,1589000,6/30/2018,215,A
USGS,1589000,7/1/2018,200,A
USGS,1589000,7/2/2018,181,A
USGS,1589000,7/3/2018,164,A
USGS,1589000,7/4/2018,166,A
USGS,1589000,7/5/2018,165,A
USGS,1589000,7/6/2018,183,A
USGS,1589000,7/7/2018,165,A
USGS,1589000,7/8/2018,135,A
USGS,1589000,7/9/2018,123,A
USGS,1589000,7/10/2018,116,A
USGS,1589000,7/11/2018,113,A
USGS,1589000,7/12/2018,104,A
USGS,1589000,7/13/2018,96,A
USGS,1589000,7/14/2018,92.1,A
USGS,1589000,7/15/2018,91.1,A
USGS,1589000,7/16/2018,102,A
USGS,1589000,7/17/2018,139,A
USGS,1589000,7/18/2018,149,A
USGS,1589000,7/19/2018,103,A
USGS,1589000,7/20/2018,91.1,A
USGS,1589000,7/21/2018,497,A
USGS,1589000,7/22/2018,2850,A
USGS,1589000,7/23/2018,3860,A
USGS,1589000,7/24/2018,3320,A
USGS,1589000,7/25/2018,3150,A
USGS,1589000,7/26/2018,4430,A
USGS,1589000,7/27/2018,1960,A
USGS,1589000,7/28/2018,1200,A
USGS,1589000,7/29/2018,762,A
USGS,1589000,7/30/2018,597,A
USGS,1589000,7/31/2018,591,A
USGS,1589000,8/1/2018,871,A
USGS,1589000,8/2/2018,951,A
USGS,1589000,8/3/2018,810,A
USGS,1589000,8/4/2018,4840,A
USGS,1589000,8/5/2018,2080,A
USGS,1589000,8/6/2018,1130,A
USGS,1589000,8/7/2018,790,A
USGS,1589000,8/8/2018,628,A
USGS,1589000,8/9/2018,678,A
USGS,1589000,8/10/2018,579,A
USGS,1589000,8/11/2018,505,A
USGS,1589000,8/12/2018,470,A
USGS,1589000,8/13/2018,646,A
USGS,1589000,8/14/2018,826,A
USGS,1589000,8/15/2018,582,A
USGS,1589000,8/16/2018,480,A
USGS,1589000,8/17/2018,414,A
USGS,1589000,8/18/2018,398,A
USGS,1589000,8/19/2018,392,A
USGS,1589000,8/20/2018,362,A
USGS,1589000,8/21/2018,396,A
USGS,1589000,8/22/2018,2230,A
USGS,1589000,8/23/2018,1060,A
USGS,1589000,8/24/2018,660,A
USGS,1589000,8/25/2018,500,A
USGS,1589000,8/26/2018,423,A
USGS,1589000,8/27/2018,387,A
USGS,1589000,8/28/2018,355,A
USGS,1589000,8/29/2018,328,A
USGS,1589000,8/30/2018,308,A
USGS,1589000,8/31/2018,320,A
USGS,1589000,9/1/2018,600,A
USGS,1589000,9/2/2018,463,A
USGS,1589000,9/3/2018,386,A
USGS,1589000,9/4/2018,335,A
USGS,1589000,9/5/2018,296,A
USGS,1589000,9/6/2018,269,A
USGS,1589000,9/7/2018,390,A
USGS,1589000,9/8/2018,1530,A
USGS,1589000,9/9/2018,3870,A
USGS,1589000,9/10/2018,2750,A
USGS,1589000,9/11/2018,1540,A
USGS,1589000,9/12/2018,1170,A
USGS,1589000,9/13/2018,1010,A
USGS,1589000,9/14/2018,806,A
USGS,1589000,9/15/2018,702,A
USGS,1589000,9/16/2018,613,A
USGS,1589000,9/17/2018,630,A
USGS,1589000,9/18/2018,940,A
USGS,1589000,9/19/2018,737,A
USGS,1589000,9/20/2018,586,A
USGS,1589000,9/21/2018,516,A
USGS,1589000,9/22/2018,502,A
USGS,1589000,9/23/2018,615,A
USGS,1589000,9/24/2018,877,A
USGS,1589000,9/25/2018,1030,A
USGS,1589000,9/26/2018,1320,A
USGS,1589000,9/27/2018,1930,A
USGS,1589000,9/28/2018,3770,A
USGS,1589000,9/29/2018,1810,A
USGS,1589000,9/30/2018,1190,A
USGS,1589000,10/1/2018,933,A
USGS,1589000,10/2/2018,806,A
USGS,1589000,10/3/2018,739,A
USGS,1589000,10/4/2018,765,A
USGS,1589000,10/5/2018,897,A
USGS,1589000,10/6/2018,692,A
USGS,1589000,10/7/2018,639,A
USGS,1589000,10/8/2018,593,A
USGS,1589000,10/9/2018,558,A
USGS,1589000,10/10/2018,536,A
USGS,1589000,10/11/2018,590,A
USGS,1589000,10/12/2018,718,A
USGS,1589000,10/13/2018,557,A
USGS,1589000,10/14/2018,507,A
USGS,1589000,10/15/2018,501,A
USGS,1589000,10/16/2018,503,A
USGS,1589000,10/17/2018,469,A
USGS,1589000,10/18/2018,431,A
USGS,1589000,10/19/2018,409,A
USGS,1589000,10/20/2018,422,A
